level,eigen_max_tm,eigen_max_gdt,gen_max_tm,gen_max_gdt,hh_max_tm,hh_max_gdt
t1,0.68,75.0,0.59,62.3,0.71,74.18
t2,0.68,75.0,0.59,62.3,0.71,74.18
t5,0.68,75.0,0.67,65.71,0.71,74.18
t10,0.69,75.0,0.67,65.71,0.71,74.18
level,eigen_median_tm,eigen_median_gdt,gen_median_tm,gen_median_gdt,hh_median_tm,hh_median_gdt
t1,0.37,30.99,0.19,17.19,0.16,16.39
t2,0.38,33.81,0.2,18.3,0.22,23.05
t5,0.42,36.08,0.24,22.13,0.31,27.46
t10,0.42,36.96,0.27,23.84,0.37,34.35
